Unternehmensname Latin alphabet,Bilanzsumme,Jahr,Zahlungsmittel,ROA,Eigenkapital,Kurzfristige_Verbindlichkeiten,Langfristige_Verbindlichkeiten,EK_Quote,Umsatz,Zinsschock,ABS,Zinswende_Dummy,Cash_Ratio,Groesse_Log_Bilanzsumme,Leverage,Leverage_exante,Liquidity_exante,STDebtShare,STDebtShare_exante
AKTIENGESELLSCHAFT HALLENSTADION ZUERICH,78.047,2016,1.292,1.753,21.92,3.877,52.25,28.086,21.644,-0.44,2.84,0,0.0165541276410368,4.357311209323301,0.7191435929632145,0.7288272994292221,0.0391167622292062,0.0690754895148502,0.0591678208966018
AKTIENGESELLSCHAFT HALLENSTADION ZUERICH,79.287,2017,1.692,1.182,22.343,3.944,53.0,28.18,20.071,-0.775,0.775,0,0.0213401944833327,4.373074180775856,0.7182009661104595,0.7288272994292221,0.0391167622292062,0.069261028378758,0.0591678208966018
AKTIENGESELLSCHAFT HALLENSTADION ZUERICH,77.057,2018,2.938,1.268,22.772,3.537,50.75,29.552,21.673,-0.04,0.72,0,0.0381276198139039,4.344545407736844,0.7045044577390762,0.7288272994292221,0.0391167622292062,0.0651537200434726,0.0591678208966018
AKTIENGESELLSCHAFT HALLENSTADION ZUERICH,79.337,2019,6.071,1.819,23.142,4.177,52.018,29.169,20.683,1.6,2.0,0,0.0765216733680376,4.373704602422719,0.7083075992286071,0.7288272994292221,0.0391167622292062,0.074330456446303,0.0591678208966018
AKTIENGESELLSCHAFT HALLENSTADION ZUERICH,75.982,2020,4.918,-8.674,20.516,2.198,53.268,27.001,5.344,3.62,4.9,0,0.0647258561238188,4.330496470129547,0.729988681529836,0.7288272994292221,0.0391167622292062,0.0396278801427901,0.0591678208966018
AKTIENGESELLSCHAFT HALLENSTADION ZUERICH,70.793,2021,1.234,-8.224,14.667,2.108,54.018,20.718,4.38,0.25,0.25,0,0.0174311019451075,4.259760125755211,0.7928184990041387,0.7288272994292221,0.0391167622292062,0.0375583508534369,0.0591678208966018
AKTIENGESELLSCHAFT HALLENSTADION ZUERICH,72.67,2022,2.707,2.305,15.892,2.195,54.583,21.869,17.711,22.6,64.6,1,0.037250584835558,4.2859286446285445,0.7813127838172561,0.7288272994292221,0.0391167622292062,0.0386593398851667,0.0591678208966018
AKTIENGESELLSCHAFT HALLENSTADION ZUERICH,74.913,2023,7.578,1.287,16.829,3.694,54.39,22.465,18.487,-20.407,44.581,1,0.1011573425173201,4.3163274402155585,0.7753527425146504,0.7288272994292221,0.0391167622292062,0.0635975483782108,0.0591678208966018
AKTIENGESELLSCHAFT HALLENSTADION ZUERICH,76.891,2024,9.478,1.29,17.721,3.93,55.24,23.047,17.367,-33.391,50.823,1,0.1232654016724974,4.342388834551922,0.7695308943829576,0.7288272994292221,0.0391167622292062,0.0664187933074193,0.0591678208966018
ALETSCH AG,42.846,2016,6.038,0.987,24.421,18.425,0.0,56.997,11.919,-0.44,2.84,0,0.1409233067264155,3.757612291795027,0.4300284740699249,0.4698688219102285,0.1131888126678491,1.0,1.0
ALETSCH AG,42.774,2017,5.266,1.167,24.421,18.353,0.0,57.093,12.032,-0.775,0.775,0,0.1231121709449665,3.7559304413635464,0.4290690606443166,0.4698688219102285,0.1131888126678491,1.0,1.0
