Unternehmensname Latin alphabet,Bilanzsumme,Jahr,Zahlungsmittel,ROA,Eigenkapital,Kurzfristige_Verbindlichkeiten,Langfristige_Verbindlichkeiten,EK_Quote,Umsatz,Zinsschock,ABS,Zinswende_Dummy,Cash_Ratio,Groesse_Log_Bilanzsumme,Leverage,Leverage_exante,Liquidity_exante,STDebtShare,STDebtShare_exante
COMPAGNIE DU CHEMIN DE FER NYON-ST-CERGUE-MOREZ SA,93.902,2016,15.881,-0.093,8.928,4.267,80.707,9.508,15.195,-0.44,2.84,0,0.1691231283678728,4.542251685241918,0.9049221528827924,0.9097136418005124,0.10764950958455,0.0502153599924682,0.0648753580794859
COMPAGNIE DU CHEMIN DE FER NYON-ST-CERGUE-MOREZ SA,92.869,2017,9.282,0.011,9.088,7.308,76.473,9.786,3.128,-0.775,0.775,0,0.0999472375065953,4.531189897990093,0.9021417265179984,0.9097136418005124,0.10764950958455,0.087227414330218,0.0648753580794859
COMPAGNIE DU CHEMIN DE FER NYON-ST-CERGUE-MOREZ SA,93.206,2018,3.253,1.114,10.208,4.877,78.121,10.952,16.649,-0.04,0.72,0,0.0349011866188872,4.534812097301795,0.8904791537025512,0.9097136418005124,0.10764950958455,0.0587604520590857,0.0648753580794859
COMPAGNIE DU CHEMIN DE FER NYON-ST-CERGUE-MOREZ SA,122.03,2019,21.906,0.559,11.337,9.816,100.877,9.29,16.678,1.6,2.0,0,0.1795132344505449,4.804266916143749,0.9070966155863311,0.9097136418005124,0.10764950958455,0.0886776941631359,0.0648753580794859
COMPAGNIE DU CHEMIN DE FER NYON-ST-CERGUE-MOREZ SA,121.471,2020,8.836,-1.305,9.755,6.202,105.514,8.031,19.331,3.62,4.9,0,0.0727416420380173,4.79967555116368,0.9196927661746424,0.9097136418005124,0.10764950958455,0.0555157721364889,0.0648753580794859
COMPAGNIE DU CHEMIN DE FER NYON-ST-CERGUE-MOREZ SA,158.848,2021,14.244,0.451,10.492,7.248,141.108,6.605,23.547,0.25,0.25,0,0.0896706285253827,5.067947770142087,0.9339494359387588,0.9097136418005124,0.10764950958455,0.0488554557955188,0.0648753580794859
COMPAGNIE DU CHEMIN DE FER NYON-ST-CERGUE-MOREZ SA,207.61,2022,29.018,1.571,13.754,8.82,185.036,6.625,25.826,22.6,64.6,1,0.1397716872982997,5.335661319688458,0.9337507827175954,0.9097136418005124,0.10764950958455,0.0454976890062727,0.0648753580794859
COMPAGNIE DU CHEMIN DE FER NYON-ST-CERGUE-MOREZ SA,222.588,2023,25.314,0.811,15.622,17.655,189.311,7.018,27.783,-20.407,44.581,1,0.1137258073211494,5.405322529032541,0.9298165220047802,0.9097136418005124,0.10764950958455,0.0853038663355333,0.0648753580794859
COMPAGNIE DU CHEMIN DE FER NYON-ST-CERGUE-MOREZ SA,236.138,2024,15.36,0.371,16.631,10.167,209.34,7.043,28.778,-33.391,50.823,1,0.0650467099746758,5.464416379891136,0.9295708441673936,0.9097136418005124,0.10764950958455,0.0463174295124984,0.0648753580794859
CORVATSCH AG,53.181,2016,0.519,-3.742,16.066,4.066,33.049,30.21,8.769,-0.44,2.84,0,0.0097591244993512,3.973701189699757,0.697899625806209,0.7301013287756551,0.0159294946296973,0.1095513943149669,0.1435318150693638
CORVATSCH AG,53.706,2017,0.418,-2.24,14.722,5.222,33.762,27.412,17.965,-0.775,0.775,0,0.0077831154805794,3.983524727116857,0.7258779279782519,0.7301013287756551,0.0159294946296973,0.1339523907243997,0.1435318150693638
CORVATSCH AG,53.41,2018,0.444,-3.475,12.801,6.457,34.152,23.967,17.991,-0.04,0.72,0,0.0083130499906384,3.977997994351679,0.7603257816888224,0.7301013287756551,0.0159294946296973,0.1590041616390455,0.1435318150693638
CORVATSCH AG,53.799,2019,0.643,1.862,13.566,7.464,32.769,25.216,19.031,1.6,2.0,0,0.0119518950166359,3.9852548796343967,0.747839179166899,0.7301013287756551,0.0159294946296973,0.1855193497874879,0.1435318150693638
CORVATSCH AG,52.332,2020,1.01,1.34,14.183,5.284,32.865,27.102,16.554,3.62,4.9,0,0.01929985477337,3.9576080386486296,0.7289803561874187,0.7301013287756551,0.0159294946296973,0.1385095284280059,0.1435318150693638
CORVATSCH AG,50.429,2021,1.94,-2.31,14.136,4.887,31.406,28.031,17.785,0.25,0.25,0,0.0384699280176089,3.92056640642544,0.71968510182633,0.7301013287756551,0.0159294946296973,0.134654065522277,0.1435318150693638
CORVATSCH AG,50.415,2022,1.846,-0.284,14.284,6.175,29.956,28.333,21.623,22.6,64.6,1,0.0366160864821977,3.9202887498451786,0.7166716255082812,0.7301013287756551,0.0159294946296973,0.170905870305278,0.1435318150693638
CORVATSCH AG,49.0751,2023,3.2316,0.291,20.2966,5.4828,23.2957,41.358,22.4649,-20.407,44.581,1,0.0658500950583901,3.8933517778578506,0.5864175518745759,0.7301013287756551,0.0159294946296973,0.190517226401654,0.1435318150693638
CORVATSCH AG,50.8963,2024,3.7828,0.37,20.287,6.8252,23.7841,39.859,23.5647,-33.391,50.823,1,0.074323673823048,3.929790229362255,0.6014052102019204,0.7301013287756551,0.0159294946296973,0.2229779838153763,0.1435318150693638
CPH GROUP AG,672.427,2016,70.387,-0.511,380.782,92.408,199.237,56.628,434.835,-0.44,2.84,0,0.1046760466191869,6.510893555398122,0.4337199428339433,0.4174842477465642,0.1539430227080119,0.3168509660717653,0.4084441039424495
CPH GROUP AG,697.552,2017,80.204,2.743,396.245,105.397,195.91,56.805,469.767,-0.775,0.775,0,0.114979241690942,6.547577062887987,0.4319491593458265,0.4174842477465642,0.1539430227080119,0.3497993740603438,0.4084441039424495
CPH GROUP AG,800.469,2018,189.369,5.711,407.144,220.816,172.509,50.863,533.543,-0.04,0.72,0,0.2365725593370886,6.685197805890529,0.4913681854013084,0.4174842477465642,0.1539430227080119,0.5614085044174665,0.4084441039424495
CPH GROUP AG,702.658,2019,93.157,7.369,441.289,95.853,165.516,62.803,524.657,1.6,2.0,0,0.1325780109242334,6.5548702869512345,0.3719718554403421,0.4174842477465642,0.1539430227080119,0.3667343870160577,0.4084441039424495
CPH GROUP AG,704.233,2020,116.285,5.517,471.867,89.561,142.805,67.004,445.189,3.62,4.9,0,0.1651229067652325,6.557109267309999,0.3299561366763557,0.4174842477465642,0.1539430227080119,0.3854307428797672,0.4084441039424495
CPH GROUP AG,560.398,2021,95.116,-26.627,310.494,117.565,132.339,55.406,496.693,0.25,0.25,0,0.1697293709113879,6.328647245577112,0.4459402067816088,0.4174842477465642,0.1539430227080119,0.4704406492092963,0.4084441039424495
CPH GROUP AG,666.191,2022,143.614,15.034,399.567,233.472,33.152,59.978,725.351,22.6,64.6,1,0.2155748126288106,6.501576416211706,0.4002215580816913,0.4174842477465642,0.1539430227080119,0.8756601056168987,0.4084441039424495
CPH GROUP AG,598.191,2023,107.64,15.376,436.271,120.612,41.308,72.932,623.982,-20.407,44.581,1,0.1799425267180549,6.393910100947262,0.2706827752339971,0.4174842477465642,0.1539430227080119,0.7448863636363636,0.4084441039424495
CPH GROUP AG,332.61,2024,31.602,3.567,209.447,81.419,41.744,62.971,447.857,-33.391,50.823,1,0.0950121764228375,5.80697063245237,0.3702925348005171,0.4174842477465642,0.1539430227080119,0.6610670412380342,0.4084441039424495
CRISPR THERAPEUTICS AG,350.481389326039,2016,320.568317554258,-6.586,236.571534195102,22.3499678294833,91.5598873014535,67.499,5.24662395997144,-0.44,2.84,0,0.9146514688574404,5.859307607564321,0.3250097112145688,0.1946287181699333,0.9010034131701417,0.1962074993756468,0.3368160141840379
CRISPR THERAPEUTICS AG,264.643754866322,2017,233.835978342189,-24.547,183.192550338133,14.1525783570246,67.2986261711646,69.222,39.984374261108,-0.775,0.775,0,0.8835877440610879,5.5783846003166,0.3077767868330472,0.1946287181699333,0.9010034131701417,0.173755298512824,0.3368160141840379
CRISPR THERAPEUTICS AG,481.534049712241,2018,449.662265175465,-33.624,386.194412098771,27.3214858886332,68.0181517248374,80.201,3.07620276494234,-0.04,0.72,0,0.9338119816120536,6.1769769446512015,0.1979914767614967,0.1946287181699333,0.9010034131701417,0.2865700622798773,0.3368160141840379
CRISPR THERAPEUTICS AG,1032.82931577711,2019,913.759108190358,6.309,909.551310870674,55.2900307726329,67.9879741338048,88.064,280.381045974972,1.6,2.0,0,0.8847145353371748,6.940057223886671,0.119359513738901,0.1946287181699333,0.9010034131701417,0.4484987473198927,0.3368160141840379
CRISPR THERAPEUTICS AG,1610.80362506713,2020,1489.52142653123,-19.041,1466.52298793302,83.0610300712388,61.2196070628712,91.043,0.633582794441069,3.62,4.9,0,0.924707024091254,7.384488479451009,0.0895705937637787,0.1946287181699333,0.9010034131701417,0.5756907629540956,0.3368160141840379
CRISPR THERAPEUTICS AG,2511.63803050142,2021,2171.4309454488,13.792,2189.98704835534,109.417209421279,212.233772724805,87.194,835.086694391382,0.25,0.25,0,0.8645477250618387,7.828690421067273,0.1280642267078071,0.1946287181699333,0.9010034131701417,0.340173714661891,0.3368160141840379
CRISPR THERAPEUTICS AG,2070.90238666777,2022,1675.99235274047,-29.001,1731.5359962967,111.812038366468,227.554352004605,83.613,1.10605350609815,22.6,64.6,1,0.8093053364225736,7.635739726855397,0.1638736777531739,0.1946287181699333,0.9010034131701417,0.3294729281948324,0.3368160141840379
CRISPR THERAPEUTICS AG,1872.95106224051,2023,1422.78592182453,-6.76,1581.64861259839,91.3898768024015,199.912572839712,84.447,311.831590924913,-20.407,44.581,1,0.7596492778207073,7.535270574094476,0.155531265880297,0.1946287181699333,0.9010034131701417,0.3137284870576292,0.3368160141840379
CRISPR THERAPEUTICS AG,2026.35034113305,2024,1720.67794893297,-16.176,1746.21391428335,79.3373720672129,200.799054782493,86.175,33.7243933986009,-33.391,50.823,1,0.8491512617560688,7.613991592432319,0.1382467884073123,0.1946287181699333,0.9010034131701417,0.2832097666105295,0.3368160141840379
DAETWYLER HOLDING AG,1217.1,2016,317.5,7.863,805.5,208.5,203.1,66.182,1215.8,-0.44,2.84,0,0.2608659929340235,7.104226258880511,0.3381809218634459,0.3367094741739471,0.1912759549207912,0.5065597667638484,0.6085583337924221
DAETWYLER HOLDING AG,1299.6,2017,281.8,11.911,898.5,362.2,38.9,69.137,1291.4,-0.775,0.775,0,0.2168359495229301,7.169811803794945,0.3086334256694367,0.3367094741739471,0.1912759549207912,0.9030167040638244,0.6085583337924221
DAETWYLER HOLDING AG,1314.8,2018,170.8,12.207,827.4,303.5,183.9,62.93,1361.6,-0.04,0.72,0,0.1299056890781868,7.181439841790064,0.3707027684818983,0.3367094741739471,0.1912759549207912,0.6226918342224046,0.6085583337924221
DAETWYLER HOLDING AG,1161.7,2019,191.9,-4.115,675.1,303.0,183.6,58.113,1360.8,1.6,2.0,0,0.165188947232504,7.057639728519429,0.4188688990272876,0.3367094741739471,0.1912759549207912,0.6226880394574599,0.6085583337924221
DAETWYLER HOLDING AG,1106.9,2020,169.5,-29.397,735.1,199.6,172.2,66.411,1069.2,3.62,4.9,0,0.1531303640798626,7.009318594391578,0.3358930346011382,0.3367094741739471,0.1912759549207912,0.5368477676169985,0.6085583337924221
DAETWYLER HOLDING AG,1261.0,2021,279.6,18.382,948.3,143.7,169.0,75.202,1101.7,0.25,0.25,0,0.2217287866772403,7.13966033596492,0.2479777954004758,0.3367094741739471,0.1912759549207912,0.4595458906299968,0.6085583337924221
DAETWYLER HOLDING AG,1299.0,2022,101.3,10.539,403.6,190.2,705.2,31.07,1150.6,22.6,64.6,1,0.077983063895304,7.1693500166706,0.6892994611239416,0.3367094741739471,0.1912759549207912,0.2124190306008487,0.6085583337924221
DAETWYLER HOLDING AG,1200.8,2023,122.5,7.637,386.2,314.8,499.8,32.162,1151.5,-20.407,44.581,1,0.1020153231179213,7.090743280319252,0.6783810792804797,0.3367094741739471,0.1912759549207912,0.3864473361158851,0.6085583337924221
DAETWYLER HOLDING AG,1150.2,2024,127.4,4.547,368.5,182.8,598.9,32.038,1107.7,-33.391,50.823,1,0.1107633455051295,7.047691119279654,0.6796209354894801,0.3367094741739471,0.1912759549207912,0.2338493028015862,0.6085583337924221
DAVOS KLOSTERS BERGBAHNEN AG,98.805,2016,23.502,0.124,28.095,12.547,58.163,28.435,53.478,-0.44,2.84,0,0.2378624563534233,4.593148210760766,0.7156520419007134,0.7115657592467287,0.166801230904821,0.1774430773582237,0.2567072082722364
DAVOS KLOSTERS BERGBAHNEN AG,91.018,2017,14.359,2.112,28.557,14.715,47.746,31.375,53.81,-0.775,0.775,0,0.1577600035157881,4.511057289154377,0.6862488738491287,0.7115657592467287,0.166801230904821,0.2355870062919261,0.2567072082722364
DAVOS KLOSTERS BERGBAHNEN AG,99.199,2018,17.746,5.152,28.462,26.515,44.222,28.692,56.705,-0.04,0.72,0,0.1788929323884313,4.597127933594856,0.7130817850986401,0.7115657592467287,0.166801230904821,0.3748391930672774,0.2567072082722364
DAVOS KLOSTERS BERGBAHNEN AG,106.886,2019,20.362,7.785,29.652,20.481,56.753,27.742,60.944,1.6,2.0,0,0.1905020302004004,4.671762845937224,0.7225829388320267,0.7115657592467287,0.166801230904821,0.2651811378408473,0.2567072082722364
DAVOS KLOSTERS BERGBAHNEN AG,99.386,2020,10.436,2.36,27.914,13.428,58.044,28.086,62.959,3.62,4.9,0,0.1050047290362827,4.599011258672507,0.7191354919203912,0.7115657592467287,0.166801230904821,0.1878777703156481,0.2567072082722364
DAVOS KLOSTERS BERGBAHNEN AG,102.9604,2021,13.4657,1.61,29.5812,21.9635,51.4157,28.731,55.0967,0.25,0.25,0,0.1307852339346001,4.634344448284209,0.712693423879472,0.7115657592467287,0.166801230904821,0.2993150647594959,0.2567072082722364
DAVOS KLOSTERS BERGBAHNEN AG,102.401,2022,8.1246,14.27,40.2922,31.1208,30.988,39.347,73.5448,22.6,64.6,1,0.0793410220603314,4.628896478182724,0.6065253269011045,0.7115657592467287,0.166801230904821,0.5010690916585089,0.2567072082722364
DAVOS KLOSTERS BERGBAHNEN AG,118.1125,2023,7.4042,17.978,54.3432,28.4812,35.2881,46.01,79.6239,-20.407,44.581,1,0.0626876918192401,4.771637560108744,0.5399030585247117,0.7115657592467287,0.166801230904821,0.4466287069169647,0.2567072082722364
DAVOS KLOSTERS BERGBAHNEN AG,159.6187,2024,15.0653,11.444,54.8843,38.1321,66.6023,34.385,88.8347,-33.391,50.823,1,0.0943830516098677,5.072787846071884,0.6561536962774411,0.7115657592467287,0.166801230904821,0.3640838158236453,0.2567072082722364
DKSH HOLDING AG,4415.3,2016,611.3,6.641,1677.7,2637.8,99.8,37.997,10505.2,-0.44,2.84,0,0.1384503884220777,8.392831060899427,0.6200258193101262,0.6433202272221944,0.1215066472054581,0.9635447106954996,0.9213273089100076
DKSH HOLDING AG,4645.0,2017,443.1,6.254,1633.7,2942.5,68.8,35.171,11006.4,-0.775,0.775,0,0.0953928955866523,8.443546651247939,0.6482884822389666,0.6433202272221944,0.1215066472054581,0.9771527247368246,0.9213273089100076
DKSH HOLDING AG,4895.4,2018,614.3,6.772,1768.6,2998.1,128.7,36.128,11344.6,-0.04,0.72,0,0.125485149323855,8.496051267662809,0.6387220656126159,0.6433202272221944,0.1215066472054581,0.9588397083280032,0.9213273089100076
DKSH HOLDING AG,5353.0,2019,592.6,4.403,1834.6,3076.7,441.7,34.272,11579.2,1.6,2.0,0,0.1107042779749673,8.585412430393381,0.6572762936671025,0.6433202272221944,0.1215066472054581,0.8744599818099137,0.9213273089100076
DKSH HOLDING AG,5118.0,2020,680.8,4.355,1799.6,2887.4,431.0,35.162,10742.2,3.62,4.9,0,0.1330207112153184,8.540519016719735,0.648378272762798,0.6433202272221944,0.1215066472054581,0.8701181292189006,0.9213273089100076
DKSH HOLDING AG,5347.4,2021,673.7,5.702,1886.4,3059.0,402.0,35.277,11106.3,0.25,0.25,0,0.1259864607098777,8.584365740454452,0.6472304297415566,0.6433202272221944,0.1215066472054581,0.8838485986709044,0.9213273089100076
DKSH HOLDING AG,5878.7,2022,636.4,4.843,1826.3,3098.4,954.0,31.066,11320.2,22.6,64.6,1,0.1082552264956538,8.679090928013647,0.6893360777042544,0.6433202272221944,0.1215066472054581,0.7645839502517027,0.9213273089100076
DKSH HOLDING AG,5471.2,2023,687.2,4.831,1737.9,2915.5,817.8,31.765,11066.0,-20.407,44.581,1,0.1256031583564849,8.607253249783886,0.6823548764439246,0.6433202272221944,0.1215066472054581,0.7809444727185064,0.9213273089100076
DKSH HOLDING AG,5848.3,2024,609.1,5.355,1880.0,3305.7,662.6,32.146,11093.6,-33.391,50.823,1,0.1041499239095121,8.67390629970344,0.6785390626335858,0.6433202272221944,0.1215066472054581,0.8330267368898521,0.9213273089100076
DOCMORRIS AG,261.528,2016,25.385,-4.862,103.806,138.217,19.505,39.692,879.535,-0.44,2.84,0,0.0970641766847144,5.5665413523426945,0.6030788290355144,0.5235719645441094,0.2187231996978005,0.8763330416809323,0.4738986213953703
DOCMORRIS AG,456.762,2017,107.938,-7.992,294.223,114.28,48.259,64.415,982.921,-0.775,0.775,0,0.2363112518116656,6.1241624674909945,0.3558505304732005,0.5235719645441094,0.2187231996978005,0.7030927961904528,0.4738986213953703
DOCMORRIS AG,726.52,2018,230.846,-5.306,443.606,118.967,163.947,61.059,1207.108,-0.04,0.72,0,0.3177421130870451,6.588266011881243,0.3894097891317513,0.5235719645441094,0.2187231996978005,0.4205058781113695,0.4738986213953703
DOCMORRIS AG,991.725,2019,204.906,-5.053,405.542,212.596,373.587,40.893,1355.539,1.6,2.0,0,0.2066157452922937,6.899445851110996,0.5910741384960548,0.5235719645441094,0.2187231996978005,0.3626785491902699,0.4738986213953703
DOCMORRIS AG,1278.482,2020,300.972,-10.419,531.741,156.658,590.083,41.592,1476.93,3.62,4.9,0,0.2354135607697253,7.1534287156333045,0.584084093479611,0.5235719645441094,0.2187231996978005,0.2097889361907274,0.4738986213953703
DOCMORRIS AG,1269.214,2021,278.202,-17.86,484.923,212.537,571.754,38.207,1726.503,0.25,0.25,0,0.2191923505413587,7.146153090218642,0.6179344066485243,0.5235719645441094,0.2187231996978005,0.27099252700847,0.4738986213953703
DOCMORRIS AG,1099.445,2022,156.402,-15.45,350.779,241.349,507.317,31.905,1608.222,22.6,64.6,1,0.1422554106844817,7.002560786006029,0.6809490242804324,0.5235719645441094,0.2187231996978005,0.3223720591024569,0.4738986213953703
DOCMORRIS AG,866.423,2023,151.05,-13.695,430.532,180.319,255.572,49.691,969.462,-20.407,44.581,1,0.1743374771907024,6.764373241964157,0.50309260026569,0.5235719645441094,0.2187231996978005,0.4136791078503571,0.4738986213953703
DOCMORRIS AG,778.134,2024,95.371,-13.206,340.114,116.478,321.542,43.709,1017.045,-33.391,50.823,1,0.1225637229577424,6.656898745851244,0.5629107583012695,0.5235719645441094,0.2187231996978005,0.2659193644125839,0.4738986213953703
DOLDER HOTEL AG,416.3,2016,1.027,-4.898,25.562,14.57,376.168,6.14,58.075,-0.44,2.84,0,0.0024669709344222,6.03140615420093,0.938597165505645,0.9332923163188666,0.0054243411010203,0.0372884132078272,0.1651643882758142
DOLDER HOTEL AG,411.178,2017,1.344,-3.32,25.615,13.715,371.848,6.23,59.415,-0.775,0.775,0,0.0032686573698009,6.01902621076415,0.9377033790718374,0.9332923163188666,0.0054243411010203,0.0355713592849936,0.1651643882758142
DOLDER HOTEL AG,396.611,2018,2.021,-3.143,25.685,69.377,301.549,6.476,60.797,-0.04,0.72,0,0.0050956730902572,5.982955951454975,0.9352388108247124,0.9332923163188666,0.0054243411010203,0.1870373066325897,0.1651643882758142
DOLDER HOTEL AG,372.828,2019,2.373,-3.63,25.768,74.064,272.996,6.911,56.337,1.6,2.0,0,0.0063648652998165,5.9211171872871615,0.9308850193654982,0.9332923163188666,0.0054243411010203,0.2134040223592462,0.1651643882758142
DOLDER HOTEL AG,362.536,2020,2.182,-4.114,25.798,87.304,249.434,7.116,35.367,3.62,4.9,0,0.0060187126244014,5.893123779708612,0.9288401703554956,0.9332923163188666,0.0054243411010203,0.2592638787425239,0.1651643882758142
DOLDER HOTEL AG,353.332,2021,3.297,-2.958,25.267,84.779,243.286,7.151,54.545,0.25,0.25,0,0.0093311672874237,5.867408124845977,0.9284893527900104,0.9332923163188666,0.0054243411010203,0.2584213494277049,0.1651643882758142
DOLDER HOTEL AG,343.3905,2022,3.1389,-2.457,25.2969,83.1646,234.929,7.367,63.3264,22.6,64.6,1,0.0091409051793803,5.838868283549546,0.926331974821668,0.9332923163188666,0.0054243411010203,0.2614469451758853,0.1651643882758142
DOLDER HOTEL AG,342.2697,2023,4.3425,-2.868,25.3126,91.9513,225.0058,7.396,67.6914,-20.407,44.581,1,0.0126873632109415,5.835599022774995,0.9260448704632632,0.9332923163188666,0.0054243411010203,0.2901064528922053,0.1651643882758142
DOLDER HOTEL AG,333.085,2024,1.3937,-4.054,25.3332,95.6099,212.1419,7.606,66.1675,-33.391,50.823,1,0.0041842172418451,5.808397712663619,0.9239437380848732,0.9332923163188666,0.0054243411010203,0.3106721065481989,0.1651643882758142
DORMAKABA HOLDING AG,1579.3,2016,213.2,10.099,680.5,599.4,299.4,43.089,2115.9,-0.44,2.84,0,0.1349965174444374,7.364736989876008,0.56911289811942,0.8372755165538792,0.0913641587921937,0.6668891855807744,0.5496942087510455
DORMAKABA HOLDING AG,1909.0,2017,188.3,15.464,183.1,1410.4,315.5,9.591,2520.1,-0.775,0.775,0,0.0986380303823991,7.554334823725748,0.9040859088528026,0.8372755165538792,0.0913641587921937,0.8171968248450084,0.5496942087510455
DORMAKABA HOLDING AG,1982.3,2018,145.3,15.926,187.0,763.5,1031.8,9.433,2841.0,-0.04,0.72,0,0.0732986934369167,7.592013065696165,0.9056651364576502,0.8372755165538792,0.0913641587921937,0.4252771124603131,0.5496942087510455
DORMAKABA HOLDING AG,1909.0,2019,122.4,17.428,258.5,642.1,1008.4,13.541,2818.3,1.6,2.0,0,0.064117338920901,7.554334823725748,0.8645887899423782,0.8372755165538792,0.0913641587921937,0.3890336261738867,0.5496942087510455
DORMAKABA HOLDING AG,1808.6,2020,156.8,11.678,141.3,669.9,997.4,7.813,2539.8,3.62,4.9,0,0.0866968926241291,7.500308344306379,0.9218732721442,0.8372755165538792,0.0913641587921937,0.4017873208180891,0.5496942087510455
DORMAKABA HOLDING AG,1869.8,2021,169.1,13.349,264.9,959.7,645.2,14.167,2499.7,0.25,0.25,0,0.090437479944379,7.533586752257215,0.8583270938068244,0.8372755165538792,0.0913641587921937,0.5979811826282011,0.5496942087510455
DORMAKABA HOLDING AG,2071.9,2022,104.5,3.615,360.6,1101.7,609.6,17.404,2756.9,22.6,64.6,1,0.0504367971427192,7.636221339666437,0.8259568511993822,0.8372755165538792,0.0913641587921937,0.6437795827733301,0.5496942087510455
DORMAKABA HOLDING AG,1946.5,2023,122.1,10.362,334.6,726.5,885.4,17.19,2848.8,-20.407,44.581,1,0.062727973285384,7.573788167050511,0.8281017210377601,0.8372755165538792,0.0913641587921937,0.4507103418326199,0.5496942087510455
DORMAKABA HOLDING AG,1965.5,2024,150.4,6.823,342.4,729.5,893.6,17.421,2837.1,-33.391,50.823,1,0.0765199694734164,7.583501944861915,0.8257949631137115,0.8372755165538792,0.0913641587921937,0.449448586039061,0.5496942087510455
DOTTIKON ES HOLDING AG,380.513,2016,50.721,7.045,311.218,40.294,29.001,81.789,151.748,-0.44,2.84,0,0.1332963656957843,5.941520342289727,0.1821094154470412,0.1793610456821455,0.1678546682823793,0.5814849556245039,0.6282598119904117
DOTTIKON ES HOLDING AG,438.377,2017,54.581,7.15,351.475,50.255,36.647,80.176,158.231,-0.775,0.775,0,0.1245069882772134,6.083079270753898,0.1982357651062898,0.1793610456821455,0.1678546682823793,0.5782950910220709,0.6282598119904117
DOTTIKON ES HOLDING AG,463.091,2018,43.833,4.233,368.34,58.21,36.541,79.539,147.71,-0.04,0.72,0,0.0946531027379068,6.137923579050396,0.2046055742823764,0.1793610456821455,0.1678546682823793,0.6143470781311015,0.6282598119904117
DOTTIKON ES HOLDING AG,489.842,2019,42.843,7.757,401.95,51.667,36.225,82.057,174.77,1.6,2.0,0,0.0874628961991826,6.1940828901272305,0.1794292853614022,0.1793610456821455,0.1678546682823793,0.5878464479133483,0.6282598119904117
DOTTIKON ES HOLDING AG,766.755,2020,250.157,7.986,655.813,73.922,37.02,85.531,218.895,3.62,4.9,0,0.3262541489784872,6.642167324003422,0.1446902856844755,0.1793610456821455,0.1678546682823793,0.6663121270573813,0.6282598119904117
DOTTIKON ES HOLDING AG,858.411,2021,206.838,8.122,714.974,106.326,37.111,83.29,251.933,0.25,0.25,0,0.2409545078057014,6.75508300577306,0.167095948211288,0.1793610456821455,0.1678546682823793,0.7412731721940643,0.6282598119904117
DOTTIKON ES HOLDING AG,1054.097,2022,219.235,8.938,802.968,153.118,98.011,76.176,319.452,22.6,64.6,1,0.2079837054844099,6.960439755227305,0.2382408829547944,0.1793610456821455,0.1678546682823793,0.6097185112034055,0.6282598119904117
DOTTIKON ES HOLDING AG,1192.141,2023,200.602,7.757,885.757,170.289,136.095,74.3,326.27,-20.407,44.581,1,0.1682703639921787,7.083506129220355,0.257003156505816,0.1793610456821455,0.1678546682823793,0.5558025223249256,0.6282598119904117
DOTTIKON ES HOLDING AG,1350.209,2024,197.77,8.997,992.057,188.501,169.651,73.474,385.231,-33.391,50.823,1,0.1464736200099392,7.208014674264713,0.2652567121090142,0.1793610456821455,0.1678546682823793,0.526315642520494,0.6282598119904117
EBS ENERGIE AG,118.847,2016,23.109,2.271,52.283,66.564,0.0,43.992,47.276,-0.44,2.84,0,0.1944432758083923,4.777836951586064,0.5600814492582901,0.5699544043968422,0.1432839617201264,1.0,0.3042385241838888
EBS ENERGIE AG,124.188,2017,22.553,1.8,52.903,9.705,61.58,42.599,45.277,-0.775,0.775,0,0.1816036976197378,4.821796546474037,0.574008760910877,0.5699544043968422,0.1432839617201264,0.1361436487339552,0.3042385241838888
EBS ENERGIE AG,126.588,2018,20.383,2.325,53.868,9.5,63.22,42.554,50.707,-0.04,0.72,0,0.161018421967327,4.840937718487672,0.5744620343160489,0.5699544043968422,0.1432839617201264,0.1306380638063806,0.3042385241838888
EBS ENERGIE AG,129.11,2019,18.019,2.072,54.711,9.251,65.148,42.375,54.983,1.6,2.0,0,0.1395631631941754,4.860664754186628,0.5762450623499341,0.5699544043968422,0.1432839617201264,0.1243430691272732,0.3042385241838888
EBS ENERGIE AG,129.67,2020,11.339,1.891,55.46,14.638,59.572,42.77,51.169,3.62,4.9,0,0.0874450528264055,4.864992761560793,0.5722989126243543,0.5699544043968422,0.1432839617201264,0.1972510443336477,0.3042385241838888
EBS ENERGIE AG,129.1214,2021,12.3479,2.282,56.4738,17.2215,55.4261,43.737,65.7986,0.25,0.25,0,0.0956301589047206,4.860753047089871,0.5626302069215483,0.5699544043968422,0.1432839617201264,0.2370553191020763,0.3042385241838888
EBS ENERGIE AG,131.8739,2022,15.5391,1.916,57.8234,25.0087,49.0418,43.847,89.0329,22.6,64.6,1,0.1178330207872824,4.881846162963315,0.5615250629578712,0.5699544043968422,0.1432839617201264,0.3377249309592778,0.3042385241838888
EBS ENERGIE AG,130.6617,2023,22.6619,4.401,60.3973,70.2644,0.0,46.224,70.3965,-20.407,44.581,1,0.1734395006340802,4.872611540195865,0.5377581954007945,0.5699544043968422,0.1432839617201264,1.0,0.3042385241838888
EBS ENERGIE AG,132.9202,2024,28.8006,1.681,61.1371,10.4218,61.3613,45.995,64.285,-33.391,50.823,1,0.2166758701837643,4.889748948149721,0.5400465843415825,0.5699544043968422,0.1432839617201264,0.1451845908020132,0.3042385241838888
